reviewText,overall,reviewTime,asin,title
This also is a good family movie. It's not as good as Mrs. Miracle but a good movie to add to your Christmas collection,5,"01 10, 2014",B005F3XV80,Unknown Product
"How can you not love a movie where Emma Stone struts around in classy yet sexy clothing? That's right, its impossible to not love it.",5,"09 17, 2013",B0036TGSIK,Unknown Product
God I love this show its about time I was too small to remember all of them and very rarely aired in syndication every episode is a real treat.GREAT COLOR AND SOUND LOOKS LIKE IT WAS MADE YESTERDAY!GOD BLESS YA ROY THINNES!,5,"01 28, 2009",B001HUHBB8,Unknown Product
Really good old fashioned western.  Often cliche in a good way.  While I understand the value of the reviews of the release quality and medium.... they aren't very useful for those like me who are just looking for something entertaining to watch on instant video.,5,"10 2, 2013",B000YQT7QS,Unknown Product
"Love ""A Christmas Carol"" in almost all forms and this is a fun way to share the enjoyment with our granddaughters and brings back great memories.",5,"12 7, 2011",B0029ZUQB2,Unknown Product
"A very funny mockumentary that's so deliciously deadpan, you'd swear it was real sometimes... Truly laugh-out-loud funny, particularly if you love musical theatre...",5,"07 11, 2014",B000S1MMD4,Unknown Product
"I think it was really good, but I do not know about the real Bell Witch story and the events from 1818 that those that read the book are saying is so different. Clearly the father had sexually abused the daughter, as he was seen in her room touching her face and taking out the cloathing off the floor, caught that. But who was the ghost girl Betsy was seeing?  The beginning starting in 2006 with the girl running into her home, supposed bad dream, finds &#34;Betsy's doll ?and a letter from her mom in the attic, she is supposed to stay out of the attic. Who is her mother, with the picture of Betsy that married the school teacher? Then the mom get's a package, her daughter goes to spend the weekend with her dad who looks like a modern version of the teacher, then she see's Betsy and goes out running after the car. It lost me as to who they were, related or built on that land, and why was &#34;Betsy&#34; the one as the ghost and not the woman Mr. Bell crossed in the deal they had? A great story, just not getting the beginning and end. Also wonder if the medicine Lucy gave John was what did him in. It was right after she was on the front porch, hearing and seeing the foot steps, and the words &#34;you know the truth&#34;. The sexual abuse?  Anyone know????",5,"04 16, 2014",B000GJ0NU2,An American Haunting (2007)
"Shyamalan's Lady in the Water is the most (in my opinion) unusual and creative film of his career. It should go without saying that all his films are unusual leaning towards the supernatural and fantastic, touching upon subject matter such as earthbound spirits, alien invasions, an indestructible super-man, the notion of fear itself controlling us and in Lady in the Water, a bed time story turned adult fantasy about the necessity of the human being to become more aware and change for the better.Paul Giamatti (Sideways) plays the leading role of Mr. Heaps, the landlord of a large apartment complex, a caring man who has made it his sole purpose to take good care of his tenants though later in the film, we discover his true purpose and why he is off his true path. Giamatti is an excellent actor, able to do comic roles and true pathos with utter believability.Bryce Dallas Howard (The Village) as Story, the Narf who arrives from the world of water to the land of the human in order to move the human on the correct path towards positive change is perfect in this role. Howard's pure innocence as the Narf came across as genuine and her vulnerability almost visceral as the evil monsters that hide in the grass stalk her and attempt to drag her away and destroy her.In fact the entire cast played their roles with enthusiasm and all seemed as actors, to really enjoy doing this film with Shyamalan.To make an observation, all of Night's films except maybe The Village, have a similar underlying theme. That theme is the individual discovering their true purpose in life and following that purpose. In this film he expands on this theme writing the purpose for the entire cast in the form of the desperate mission to enable Story to leave our world without harm. This was very clever and worked well in the film.M. Night Shyamalan is a gifted writer. He is not only a gifted writer but a hard working one with an eye on perfection. It is known that he begins with an idea, jotting down sporadic notes, creating an outline and then to write several drafts to end up with the final draft. In Lady on the Water, he wrote 13 drafts before he was satisfied.I enjoyed this film. My fascination and study of Fairy Tales might have something to do with it however; standing alone, Lady in the Water is a wonderful story with a positive message.An excellent film.",5,"01 22, 2007",B000JLTR8Q,Lady in the Water (Widescreen Edition)
"Once again, as with Volume 1, the main pieces of this box are first class, simply great quality reissues of Chaplins greatest (and less great) films. It's the other pieces that leave cause me to scratch my head.So, let's start with what is good.We have here some of Chaplin's finest silent work, including my favorite, The Circus. The films are expertly restored and projected at a speed which is about as close to the subjective ""correct speed"" as possible. The soundtracks are well restored, and there are plenty of cut scenes, outtakes and home movies to go along with the original films.A couple of films are notoriously weak, and one just has to look at the box to figure out which ones those are. ""Monsieur Verdoux"" has only one disc, and ""A Woman of Paris"" and ""A King in New York"" actually share a 2 disc set. But these films are essential to completing Chaplin's legacy, and it is good to have them well issued and in as nice a presentation as possible.There is a 5.1 surround soundtrack, which is really wierd, since these were issued in mono to start with. Why not just colorize the films while you're at it, M2K? (I know, some people just can't watch a film with a mono soundtrack, but this is really excessive.)The we have the documentary by Richard Schickel, which, which good, is very frustrating. It's great to see brief clips of the Keystone films in excellent quality, but isn't it time to release the ENTIRE collection of Keystones in best-possible quality? WHEN, OH WHEN, WILL THIS HAPPEN!Some argument could also be made that the short films in this collection could have been better considered. There are several different versions of some of these films, ""Shoulder Arms"" comes to mind, and it is quite possible that the version sused here are the best pictorial quality, but not the best acting quality. This is a very subjective topic, but I would have liked to see the original ""Shoulder Arms"" included as well, perhaps the most substantially different of the versions. This is a minor complaint, though.The ""Chaplin Today"" documentaries, as in the first box set, are rather pathetic, and self-defeating in their attempts to make Chaplin relevent to today's audiences. If Chaplin wasn't relevent, then nobody would by this box set, and I wouldn't bother writing this review. But he is relevent. Trying to convice people so doesn't work, unfortunately, so we end up with these rather pathetic documentary attempts.But overall, this is a collection of gems, and complaining about the ancillary pieces of this collection is like complaining about the floor in the room containing the Hope Diamond. It's only the actual films that matter, and they are superb.",5,"08 4, 2006",B00017LVRI,"The Chaplin Collection, Vol. 2 (City Lights / The Circus / The Kid / A King in New York / A Woman of Paris / Monsieur Verdoux / The Chaplin Revue / Charlie - The Life and Art of Charles Chaplin)"
"An excellent series with many interesting stories. Unsolved Mysteries with Robert Stack.EpisodesDisk 1- Friendly Ghost, tells the story of the Grey manReserection Mary- A chicago ghostMatchmaker Ghost- tells the story of Mary GreenQueen Mary Ghosts- Ocean liner Queen Mary and the strange happenings on the shipGrace's Ghost- Ghost of a woman who was killed by a loverVoice from the Grave- ghost of a murder victimGhosts go to court- about a haunted houseThe Entity- a Texas Hills building thats hauntedGhost Boy- about a boy named MichealDisk 2- The black Hope Curse, about homes built over an old burial ground.Tallman's Ghost- house invaded by spirits, poltergeistGhost Blimp- a blimp in california whos passengers vanishedGordy's Ghost- neigbors who girl thought was ghostHighway Vision- a car accident and a vanishing motherCivil war ghosts- ghosts who have been spotted in civil war museumProfiling the Paranormal- about exorcismGhost Lights- Eerie strange lights that people have seen (which i have) that cant be explainedDisk 3- Lizzie Borden's House- a bed and breakfest , the house that Lizzie Borden lived in which they say is hauntedTatum's ghost- a old couple's house is hauntedGhostly Attraction- 109 year old mansion and a ghost that haunts it and was murderedGhost Writer- a man who dies returns to his daughter to write a letter to his wifeMary Celeste- a haunted Frigatte whos crew and captain had vanished.Comedy Store Ghosts- a haunted nightclubMyrtles Plantation- built on ancient indian buriel ground , a bed & breakfast.General Wayne's Inn- The general wayne inn in Pennsylvania, haunted inn.Devil's Backbone- acres of land haunted in texasDisk 4- Gettysburg Ghosts, The Gettsyburg Soldier's GhostsFrightened Family- house where young child diedMoss Beach Ghost- Moss Beach Distilery haunting, a restrauntLady In Black- man struck by lightning, lady came out of nowhere, saved his life and vanishedBullock's Deadwood- about a mining townLake Welles Haunting- haunted house , 19 yr old saw ghost in the bedroomMystery Hum- story about a loud persistant hum many people around the world hear, they cant find the source for it.Alway's Karen- story about a 21 yr old cancer victim, parents meet up with a minister and he communicates with thier dead daughter.Overall excellent collection of Stories, Highly Recomended, Enjoy.",5,"11 19, 2004",B0002DRE0O,Unsolved Mysteries: Ghosts
"Okay, the original ""Matrix"" is my favorite of the three -the 2nd movie is good and the third was not good. The ""Animatrix"" is excellent -a collection of anime movies based on and around the ""Matrix"" movies.  I recommend this -if you can get it for a good bargain then I definitely say get it. Don't overpay for them. Good collection but the 2nd and 3rd movies lack the charm of the 1st movie.",5,"01 2, 2013",B0002Y69NG,The Ultimate Matrix Collection (The Matrix / The Matrix Reloaded / The Matrix Revolutions / The Animatrix)
this movie house was a great film it was a thriller more than a slasher film but it was still a great film,5,"04 19, 2014",B001R10BIW,Unknown Product
Great Love Story..... A must see !!! Keanu Reeves... Need I say more!!!,5,"07 1, 2014",6303949436,A Walk in the Clouds [VHS]
This is a very well done film; seen through the eyes of others. It's tragic. For every school shooting we have I think of this film.,5,"12 7, 2013",B0001EFUFK,Elephant: A Film By Gus Van Sant
"Noomi Rapace's role in the original Swedish versions of The Dragon Tattoo trilogy scored her the leading female role in this film and they couldn't have picked a better heroine. This film is loosely connected to the Alien series, before all of that Alien VS. Predator nonsense. As its own Sci-fi film, this movie is an incredible watch, for it's great plot, space exploration, philosophical ideas, sometimes beautiful and at other times disturbingly realistic visual effects, and because it was directed by Ridley Scott, the same guy who brought you Alien, Blade Runner, and several other amazing films",5,"12 12, 2012",B005LAIHXQ,Unknown Product
"As long as you remember when it was written - before 1953 - this is a fun, empty-headed little romp in space, with cold war (ohh, those naughty Enemies of Freedom!) references and a (brace yourself) moon landing! The scientific accuracy is a cut above most movies of the time; the plot and acting are not worse than usual for the era and genre (keep in mind that the usual was Teenagers From Space). The female lead looks good in shorts, but is not very believable as career military. (Neither is the general, who even in the 50's might have raised some eyebrows talking about spanking young women.) People demanding modern political correctness in their sexual politics should look elsewhere (probably, they should avoid 1950's Sci Fi in general). The rest of us will be entertained in solid B movie fashion, if pleasantly appalled at a few points.",4,"05 25, 2009",6305869359,Project Moonbase
"No wonder this show has been such a Smash! never thought I would be laughing out loud at a murder investigation. Nice, Clean, yet suspenseful drama.",5,"03 15, 2013",B001CTDH76,Unknown Product
Garfield has always been one of my favorite shows. The Christmas episode is by far one of my favorites!! Love it!,5,"06 16, 2014",B0002PYS74,Garfield: Holiday Celebrations (Garfield's Halloween Adventure / Garfield's Thanksgiving / A Garfield Christmas)
"Wow!  So many reviewers have done an excellent job describing why THE INTOUCHABLES is such a great movie, it's very little for me to add.  I can only repeat that this movie is superb because the director was able to balance comedy with drama; using characters who were so different ethnically, culturally, socially, and from extremely different economic classes, it was a pleasure watching how the two interacted and broached their 'class' differences.Also, I thought it was especially poignant that Philippe's desire to enjoy his life, despite his sever handicap, helped viewers better understand why individuals with such handicaps make the choices they do.  I've seen awesome courage among severely handicapped individuals; some of whom participate in 'Special Olympics', and some whose stories are told in inspirational documentaries.  And, in The Intouchables, we get to appreciate how Phillippe and his caretaker, Driss are able to build an unlikely  relationship.  Indeed, Phillipe concedes that his money allows him to enjoy a limited quality of life, because of his will to live.Conversely, there are many other severely handicapped individuals who lack the will or desire to live with their irreversible conditions.  This begs the question if we as individuals have the right to 'choose' death with dignity when suffering sever handicaps.  This was the moral quandary in the case of the Spanish quadriplegic, Ramon Sampedro whose story was adapted to film.  The movie, THE SEA INSIDE [2004] starred Javier Bardem as Ramon Sampedro, a quadriplegic not unlike the wealthy Phillippe in The Intouchables, who was completely dependent on caretakers.  Yet, unlike our 'hero' Phillippe, Ramon Sampedro was just as impassioned. But here the similarities end. Sampedro would fight the Spanish government for almost 30 years for his right - not to live- but the right to an assistant suicide/euthanasia.Not sure about anyone else, but I would have to applaud the character, Phillippe for his courage and zest or life despite the severity of his handicap.  Yet, I also feel compassion for Sampedro. Therefore, I'd  avoid passing moral judgment on Ramon Sampedro for the choice and battle he fought for his right to ownership of dignity in death.Undoubtedly, The Intouchables was probably the best French movie I've seen in decades.Maizie Lucille JamesJune 29, 2014",5,"06 29, 2014",B0064JV4LU,Unknown Product
"Good action film with plenty of special effects. Film moves a long evenly with no gaps in action and plot? Decent enough. Dialogue, acting, ok. Of course this builds on ""Pitch Black"", which is also a good action film. Riddick is an interesting character and actually one I like although he is a ""bad"" guy to some. Recommend for action, effects.",4,"05 24, 2012",B0002VEUTO,The Chronicles of Riddick (Theatrical Widescreen Edition)
"The sixth season of Bones pretty much picked up where the others left of.It has some interesting forensic puzzles that continue to build an esoteric forensic pathology knowledge with the viewer as it builds  on the caracters developed in previous years.The strong point of this TV series is the cameraderie and interpersonal relations built up around the core ""team"" and this comes in for some investigation here. Acurate investigation is the best way to describe it, the screenwriters are to be congratulated. The new phrase ""squinterns' was coined and brought a smile.This comes to a head when one of the team is lost to a psychopath who simply ""got the wrong target"".The up-down, On-off relationship of the principles builds to a completely unforeseen crescendo ending with a veritable thunderclap and until the sound hits, you don't realize for the most part that anything's comming at all.If you've bought the series before, this will definately NOT dissapoint.If you're considering it for the first time, I'd strongly suggest starting with the first series and working your way through, as I bet most people who enjoy this genere would find they had to buy the whole set.Season six, and I'm surprised its still so entertaining, dynamic and vibrant, I look forward eagerly to season seven.",4,"12 14, 2011",B003L77G8I,Unknown Product
"To know a man place is to walk the path as himIt's plan and simple,This is a must have in any library for black cinematologyOnce's again it not simple it's complicationWould you pick up a book?",5,"05 2, 2014",6305324808,Belly [VHS]
"This is the 2nd Element beginner-oriented yoga DVD I've reviewed and I found it similar to the first one.  Same beautiful ocean view backdrop with nice relaxing music and Elena doing the instruction.  This one is divided into ""AM"" and ""PM"" segments, which are for morning and evening routines.  The lesson flows rather quickly, so if you are just learning you may need to do some pauses and rewinds to help yourself follow along with the poses properly.  This DVD isn't that long, and again I think they could put more lessons on the disk to give users more value.  Generally I found this a pleasant instructional DVD with a good teacher and a nice selection of background scenery and music to support yoga practice.",4,"10 16, 2008",B001AYWY68,Unknown Product
"And so it begins!  My epic 100 film view/review trek begins with Yankee Doodle Dandy.  As far as musicals go, it is a classic.  Stepping back from the amazing source material and patriotic fervor sweeping the nation at the time it was made, we are left with a solid musical.  Notice I said solid, not perfect.  It is an iconic Cagney film, mostly for the fact that it showed he could do more than play a gangster.  But, there are reasons why Cagney always played a gangster and a thug instead of a dancer and singer.  His singing is average and his dancing steps are... uniquely his (Not a bad thing, but not often replicated).  The film also suffers from some pacing problems and a few of the numbers are weak and seem out of place or just bizarre.  Yes, you can hide behind the fact that it was a biopic, but using the ""based on a true story"" defense is flimsy at best.  The film itself was a patriotic shot in the arm for the 1940s World War Two era and it can be seen by a cynic (I'm nothing if not a cynic) as a two-hour long recruitment film, and I'm sure to some extent it was meant to be.But, I am being quite harsh on it.  The film itself is one of the great musicals, a lot of the numbers and dances are well put together, and the fact that it was directed by Michael Curtiz is a definite point in its favor.  It showcases both Cagney's range as an actor, and Curtiz's range as a director.  All in all a good film with a few weaknesses and deserving of its place at 98 on AFI's Top 100.",4,"11 2, 2011",0790743442,Yankee Doodle Dandy (Classic Musicals Collection) [VHS]
"I recently purchased this sci-fi double feature from amazon, and am quite pleased with it.  My only real dissapointment with it is that it contained no special features (or ""goodies"" as I like to call them).  Just the 2 movies and that's it!  It would be nice, of course, to have at least a short documentary about the films and the original trailers, like they do with other DVDs.  (Hard to believe they didn't include trailers!)  This is the only reason I gave this DVD 4 stars and not 5.  Other than that, no complaints.  I'm especially glad about having the first film, ""Earth VS. The Spider"", on DVD.  I recorded it many years ago from television onto a VHS tape and, needless to say, the quality was none too good.  With this DVD I now have a crystal-clear print of perfect quality!  (Even the sound is rich and clear!)  What a pleasure it was to finally see the movie this way!  The second film, ""War Of The Colossal Beast"", is also presented in perfect clarity.  I have never seen it before, although I had heard about it.  (It's the sequel to ""The Amazing Colossal Man"").  A nice feature of this DVD is that both movies are on one side of the disc. No having to flip it over to see the second film!  The films themselves are typical 1950's sci-fi fare, with the usual low-budget special FX.  It's kind of hard to believe that in the 50's, when these films were made, audiences were actually frightened by them!  Now-a-days, they're just fun entertainment, so if that's what you're looking for, then this one's for you!  All in all, a very well made, high quality double feature, that I highly recommend for all lovers of 1950's sci-fi!!",4,"09 22, 2010",B000BYA5IC,Earth Vs. The Spider/War of the Colossal Beast (Cult Classics Double Feature)
Entertaining from beginning to end with a lot to offer.  If you enjoyed The Illusionist and The Prestige you should definitely like this movie.,4,"10 15, 2013",B00CIXVAN8,Unknown Product
"Stephanie and Pierce have marvelous chemistry together.They seem to click at almost everything they do,whether alone or separated from one another or not..They seem to complement each other...A perfect match!",4,"01 9, 2013",B000AQ68SC,Remington Steele - Season Two
"What more can one say but 'excellent'. This collection of Warner gangster greats is a must have to any serious film collector. Each has been restored and look great. Cagney, Bogart, Robinson, toss in the Dead End kids, a lot of Irish coppers, sleezy babes, booze, blazing .38s and .45s, classic one liners and the dark glances and wisecracks and your have this collection. If you have seen them before, get the set. If you haven't seen any of these films, you are in for a treat. Each has something special about them. Each has the traditional Warner sound effects and fast moving dialog and scripts. Enjoy.",5,"05 12, 2005",0790747219,Petrified Forest [VHS]
What an old genius with the movie making thing. This man had the mind of a real criminal without a doubt!,5,"05 6, 2013",6301394577,Jamaica Inn [VHS]
This is one of my top favorites of Elvis' movies. It has a great storyline and story line. It also has great music.,5,"09 7, 2013",6304673035,Fun in Acapulco [VHS]
"It's not going to win an academy award.  It's not going to be the best acted or scripted movie that you will see.  Arnie's acting, 'nough said.  However, my family and I have seen this moview every holiday season, and quite honestly, this is the pick of the litter.  Second,third and subsequent viewings were always more appreciative than the first. It is unique, and really hits upon the Christmas experience.  Phil Hartman is great, as is Arnie. I know for the next 30 years my family will watch this every Christmas season, and I'm glad that Arnie took the risk to make a comedic Christmas experience.",5,"11 8, 2003",0793941520,Jingle All the Way [VHS]
"So you think you've seen car chase movies? Ronin is one heck of a ride! There are mutiple aspects to the movie which make such an awesome one that can be seen again and again (but yes, please dont sit with your reality-thinking cap on, just enjoy the flick)1. The cast & characters : Ronin is one of those movies which has about 8-10 key people in the movie, and is probably the only movie I have come across where every single character is etched out to near perfection and played by its actor to the hilt. Be it De Niro as the supercool ex CIA agent, Jean Reno as the frenchman, the KGB dudes... each and every one of them, even if only in a cameo - every character has enriched the movie. And in doing so, the movie softly caresses themes like male bonding without probably really intending to, but does so in a brilliant manner.2. The plot : Typical of any thriller, the suspense is kept till the end. The extra features DVD shows two alternative endings, showing clearly how complex a task it must have been for the director to actually end such a high paced and good movie. From the very first scene till the end, it is a plot that will keep you glued and waiting for the next scene!3. Locations & Car chase sequences : Its a bit like ""Tour de France"" in a car, at 120mph. The locales from Paris to Nice to another small town with its own amphitheater, the angles in which the locations are shot and introduced, the narrow streets, the market on the roads, the coffee shop with the sit-out in the sun, the guided tours of tourists... its wonderfully pretty on the one hand & is the scene of some incredible high speed car chases that has one truly at the very edge of ones seat. I keep wishing I'd seen this movie on the cinema full screen, and hope its released someday again!Once again - probably amongst De Niro's top 10 movies, Definitely worth a watch.PS : The musical score is a haunting melody which is another reason to return to this movie time and again!",5,"08 3, 2006",079284209X,Ronin [VHS]
"K19: THE WIDOWMAKER is a most impressive debut for National Geographic Feature Films, one of the movie's principal production partners.The story is based on a Cold War event kept secret for decades. It's 1961, and the Soviet's first atomic powered ballistic missile submarine, the K-19, is scheduled for an operational shakedown cruise in the North Atlantic. The USSR wants to show the United States that the latter is not the only world power with waterproof big guns, so to speak, seeing as how the U.S. Navy has put Polaris subs within missile-lobbing range of Leningrad and Moscow.Filmed in Canada and Moscow, this ""Hollywood"" version of the story has Captain Polenin (Liam Neeson) as commander of the K19 while it's still under construction in Murmansk. In a bad career move, he's vociferously unhappy about the quality of the boat's construction, and outspokenly suggests it's not ready for its first sea trial. Enter Captain Vostrikov (Harrison Ford), an in-law of a Politburo big shot, who takes command with Polenin as his executive officer. The submarine is duly launched, though the champagne bottle fails to break - a harbinger of bad luck, and off it goes to prove itself as the newest protector of the Motherland. At first, it looks like the operational sea trial will be a smashing triumph when the K19 successfully launches one of its three ballistic missiles. Take that, you Yankee imperialist dogs! But then, on its way under new orders to take up a patrol station off the eastern U.S. seaboard, the K19 develops a leak in its nuclear reactor's cooling system that gives a new dimension to the phrase ""in hot water"".Borrowing and fixing up an actual Russian sub on permanent display in Florida (only in America!) for the exterior shots, and re-creating ten submarine compartments accurate down to the smallest details for the interior camera work, the producers of K19: THE WIDOWMAKER have achieved perhaps the most authentic looking sub film since DAS BOOT. (The interior sets of the film make Sean Connery's ""Red October"" look like the starship Enterprise.) And, something you don't see every day, there are no female players to clutter things up with mushy stuff outside of a very brief scene where the girls left behind are kissing the sailors good-bye. Otherwise, this is all Guy Stuff spearheaded by two superb performances from Ford and Neeson. Though the former will be perceived as the actor in the leading role, Neeson is right there breathing down his neck, and an argument could be made to nominate both for an Oscar in the Leading Role category. Perhaps not since HEAT (Pacino and De Niro) have two major male stars played so powerfully well together.K19 serves to remind Americans that in the Cold War, or any war, heroism, sacrifice, honor and duty are not attributes limited to just the home team. I consider it the best major film I've seen to date for the 2002 film season.",5,"08 12, 2002",B00005JLGJ,K-19: The Widowmaker
"This is the story of Younes (Tahir Rahim -`A Prophet') he plays a small time Algerian, black marketer in German occupied Paris circa 1942. He gets caught by the collaborationist French Gendarmes and in return for not being jailed (or worse) is told he has to spy on the Paris Mosque. The authorities believe it is being used as a centre to protect `undesirables' and for giving out false documents to aid people fleeing the Nazi rule. At the mosque he meets a talented Arabic singer Salim Halali (Mahumud Shalaby), and Younes is moved by his singing and forceful personality so starts to view his world with very differently.He also gets involved in helping those he had once lived off /exploited, as he becomes more aware of the plight of those who are being persecuted, he turns from being a self centred, money making merchant into a committed `freedom fighter'. The mosque is central to the whole thing and the leader there is played by Michael Lonsdale (`Of Gods and Men' and `Ronin') who as ever delivers an impeccable performance.This film shows a remarkable part of history where the Muslims helped Jews escape the Nazi tyranny and as such should be praised for highlighting such a story, but it has got some critics, despite doing rather well on `Rotten Tomatoes' there are still some valid criticisms, one being the lack of tension. That could be because a lot of what takes place is ordinary every day life at the mosque, or the little on screen time of the Nazis and their ally Gendarmes'. This is much more character driven than action and that too could explain it being called `shapeless and sluggish- (The Daily Telegraph). I thought it was a quietly moving story that was directed extremely well by Ismal Ferroukhi. The sets are all wonderful and full of colour especially the Mosque; some of the German uniforms I felt were a bit ropey but that is a minor gripe.Overall this is one for those who like a bit of art in their films and is in French with fairly good sub titles, a quick search showed that a lot of what is featured in the film did actually take place, and is something I knew nothing at all about, not for action fans and not a real `war' movie for purists but a commendable effort all the same.",4,"09 28, 2012",B006G2FK6U,Unknown Product
"We really enjoyed these extra bits that weren't in Jackass 2, especially the part when Preston farts in Steve-O's face!  It'd been a while since we'd laughed that hard - thanks, Jackass guys!",5,"12 27, 2009",B000ZOT8FO,Unknown Product
"As far as foreign films go, I don't have a lot of viewing hours devoted; most of my viewing pleasure has been with American Hollywood.  Amelie may change that for me!After Run Lola Run, a German film with non-stop action and tons of allegory, I wanted a film that would fit the same bill and Amelie was clearly that:  fun acting, interesting allegory, some very strange scenes and several themes.The film throws a few curves, gives information that has nothing to do with the film's plot but apparently was thrown in for fun.  The fact that a bluebottle fly buzzes by a table where, unnoticed, two glasses of wine are dancing on a table cloth is interesting curiosa but the narrator makes it sound so important.Grown up with a worrisome, unaffectionate father and a very strange mother, (who oddly gets killed by someone jumping off a church tower! - Happens every day, right?) Amelie is a shy person who does not know how to deal with people in general.  But she's very clever.After finding a hidden box of boy's stuff, filled with jacks, photos and all, she manages to find the person whose box it belonged to from some 40 years before.  After much adventure, she manages to find him and creates creative ways to get it to him without knowledge of benefactor.She succeeds!  After this, it's her goal to make life happier for others.  With the help of a recluse painter, she comes to realize that her life would be better if, rather than being a do-gooder, that she really should help herself too.The film is quite imaginative.  She fails at meeting the person she loves, turns to water and SPLASH!  She does not really become water of course - it was metaphor.  These kinds of scenes are peppered throughout the film.Amelie is billed as a romantic comedy.  It's comedic for sure, but it is more a story of her confrontation with life, her realization that she's creating her own barriers to happiness and the adventure of overcoming these.  The wild actions she engages in to avoid contact with her crush are just hilarious.Audrey Tautou is perfect as the shy girl with big eyes and clever lines.Highly recommended, although the film is a bit too long and has enough sex and nudity to keep it in the R rated category.",5,"09 22, 2010",B0000640VO,Amelie
"This is a good action film with a tight cast (Nick Cage, Jessica Biel, Julianne Moore), a creative story line, and amazing visual effects.  Cris Johnson can see two minutes into the future - his future - so the events that touch his life in this movie are so perfectly orchestrated that they are almost hysterical.However, the government wants him to find a missing nuclear warhead, and they will do anything to elicit his cooperation.  But the bad guys know about him, too.  There are many plot twists and thoughtful moments.  The ending is a bit abrupt, but once you catch your breath, the light bulb lights - or may take a while to go off - but it's a satisfying film overall.",4,"01 18, 2008",B000TGJ8A8,Unknown Product
"The Doors touring without Jim Morrison? This will surely seem like sacrilege to many purists, and indeed it has. When original Doors members Ray Manzarek and Robby Krieger (drummer John Densmore is not joining the revival and has actually taken Manzarek and Krieger to court) decided after a popular VH1 Storytellers episode to tour again with former Cult frontman Ian Astbury filling-in for the legendary, highly influential Morrison, it sparked a lot of uproar. It can be argued that Morrison was the heart and soul of the band. His image of a wild poet in leather pants collapsing and screaming in ecstacy during concerts is part of what has kept the music of The Doors so popular. But fans need not worry, this DVD, ""L.A. Woman Live,"" which is basically a performance of the entire ""L.A. Woman"" album with a few other classics thrown in, is more homage than comeback. There are no new songs and Krieger and Manzarek come off more as two veteran rockers who want to just play in public again. All eyes however, are most likely on Astbury. During his years with The Cult his Jim Morrison-like persona was signaled out a lot but here he's actually filling-in for the Lizard King. A lot of his performance is very good, Astbury doesn't lack a voice and his range fits well with the songs. Of course he looks more controlled and subdued than Morrison, who with one look at the camera was telling you he was completely insane. But Astbury isn't trying to copy the original, even his hair looks more like a fun way of winking at the Morrison icon. Stand out tracks include a dynamic ""Break On Through"" and epic ""When The Music's Over"" where Krieger really whales and assaults with his guitar. ""Light My Fire"" is of course here and it's been so endlessly infused into popular culture that all you can say is, ""it's cool, of course the original's the best."" The production is also stylish and artistic, especially the touch of psychedlic lighting and candles on stage. The only complaint here is that while it's interesting to see the entire ""L.A. Woman"" album played live, it doesn't feel very fulfilling. Would we seriously prefer to hear ""Cars Hiss By My Window"" over ""People Are Strange"" or ""Hyacinth House"" over ""The Crystal Ship"" or ""Backdoor Man?"" I caught their show in Albuqurque, New Mexico and thought their renditions of ""Not To Touch The Earth,"" ""Maggie MGill"" and ""Alabama Song"" were excellent, it's shame they aren't featured here. A few more extra features would have been welcome as well (Doors DVDs are apparently poor in this department except for the ""Doors Collection"" and ""The Doors"" movie DVDs). The Doors Of The 21st Century prove they got the stuff to rock, but a better DVD still eludes them.",4,"08 12, 2004",B0002A2W3Q,The Doors of the 21st Century - L.A. Woman Live
"IF U LOVE HENRY FONDAplease BUY THIS CLASSIC  ONE,ITS GREATSUCH A CHARMING, FAMILY MOVIE, THATS A CLASSIC KEEPER !!THIS IS A RARE ONE TO FIND TO !!GREAT PRICE !!",5,"04 2, 2013",6303212255,Spencer's Mountain [VHS]
"Excellent escape quality, complexity, and characters. This is head and shoulders above the gritty tough-guy mysteries of the last half-century.",5,"08 7, 2008",B00005NFYL,Lord Peter Wimsey - The Nine Tailors
